flybaseCG	module	DE_condition	padj
CG17574	1	celltype_JW18_vs_S2	1.94304702926237e-47
CG17610	1	celltype_JW18_vs_S2	2.25945276598375e-148
CG17612	1	celltype_JW18_vs_S2	6.11713036867326e-14
CG1762	1	celltype_JW18_vs_S2	5.28521970258631e-192
CG17642	1	celltype_JW18_vs_S2	2.62605414166119e-21
CG17646	1	celltype_JW18_vs_S2	0
CG1765	1	celltype_JW18_vs_S2	2.45309158297124e-06
CG17652	1	celltype_JW18_vs_S2	1.72828803136642e-25
CG17664	1	celltype_JW18_vs_S2	8.67026518631202e-75
CG17678	1	wMel_vs_uninf	4.15392019734513e-35
CG17681	1	celltype_JW18_vs_S2	1.26151987401e-46
CG17698	1	celltype_JW18_vs_S2	5.09504889759426e-61
CG17715	1	celltype_JW18_vs_S2	3.89142077308343e-30
CG17725	1	celltype_JW18_vs_S2	0
CG17734	1	celltype_JW18_vs_S2	7.3511866026373e-96
CG17737	1	celltype_JW18_vs_S2	0.000963340047045877
CG1774	1	wMel_vs_uninf	1.3182631773945e-19
CG17754	1	celltype_JW18_vs_S2	2.35482559472216e-180
CG17760	1	celltype_JW18_vs_S2	4.96099609638497e-155
CG17766	1	celltype_JW18_vs_S2	0
CG17776	1	celltype_JW18_vs_S2	4.49659244121339e-14
CG17795	1	celltype_JW18_vs_S2	2.10492650121902e-208
CG17800	1	celltype_JW18_vs_S2	0
CG17807	1	celltype_JW18_vs_S2	3.70528961801814e-20
CG17818	1	celltype_JW18_vs_S2	4.95473118455176e-35
CG17828	1	celltype_JW18_vs_S2	1.76219254055349e-23
CG17834	1	wMel_vs_uninf	1.24262666781709e-13
CG17841	1	wMel_vs_uninf	2.1361449468893e-23
CG1785	1	celltype_JW18_vs_S2	1.4783062366905e-277
CG17853	1	celltype_JW18_vs_S2	3.54685292840724e-09
CG17875	1	celltype_JW18_vs_S2	0
CG17888	1	celltype_JW18_vs_S2	0
CG1789	1	celltype_JW18_vs_S2	1.34792785058787e-35
CG17903	1	celltype_JW18_vs_S2	6.31664584391933e-06
CG17929	1	celltype_JW18_vs_S2	1.97789093530336e-10
CG17930	1	celltype_JW18_vs_S2	9.34005162700047e-15
CG17931	1	celltype_JW18_vs_S2	6.95567753965543e-70
CG17947	1	celltype_JW18_vs_S2	2.71531721216642e-64
CG17949	1	wMel_vs_uninf	0.00430509774443092
CG17952	1	celltype_JW18_vs_S2	5.2034423542227e-174
CG17958	1	celltype_JW18_vs_S2	7.14780144979664e-17
CG17985	1	celltype_JW18_vs_S2	1.318475971664e-11
CG1799	1	celltype_JW18_vs_S2	3.39705058772954e-303
CG18000	1	celltype_JW18_vs_S2	3.3779044245834e-195
CG1803	1	celltype_JW18_vs_S2	0
CG18031	1	celltype_JW18_vs_S2	1.79095703820511e-58
CG18088	1	celltype_JW18_vs_S2	0
CG18102	1	celltype_JW18_vs_S2	0
CG18104	1	celltype_JW18_vs_S2	3.79239533201991e-257
CG18112	1	celltype_JW18_vs_S2	6.59672092598564e-57
CG18128	1	celltype_JW18_vs_S2	5.69199209598861e-47
CG18135	1	celltype_JW18_vs_S2	5.12169043009639e-185
CG18143	1	celltype_JW18_vs_S2	2.25660500374106e-64
CG18176	1	celltype_JW18_vs_S2	1.57395650238213e-107
CG18177	1	celltype_JW18_vs_S2	4.41297356079032e-30
CG18178	1	celltype_JW18_vs_S2	1.60077405108078e-211
CG18186	1	celltype_JW18_vs_S2	3.91521780654546e-106
CG18190	1	celltype_JW18_vs_S2	1.24628966844397e-119
CG1824	1	wMel_vs_uninf	2.62444419104641e-32
CG18243	1	celltype_JW18_vs_S2	0
CG18249	1	celltype_JW18_vs_S2	3.21505570332413e-75
CG18273	1	celltype_JW18_vs_S2	2.25451099857114e-119
CG18278	1	celltype_JW18_vs_S2	2.94221567907504e-251
CG18279	1	celltype_JW18_vs_S2	1.00322112536188e-29
CG18324	1	celltype_JW18_vs_S2	1.08831181825591e-68
CG18331	1	wMel_vs_uninf	4.64111500864792e-136
CG18343	1	celltype_JW18_vs_S2	1.84348653392547e-18
CG1837	1	wMel_vs_uninf	4.86017829303306e-28
CG18371	1	celltype_JW18_vs_S2	2.46543966163325e-10
CG18397	1	celltype_JW18_vs_S2	7.16078863660569e-44
CG18398	1	celltype_JW18_vs_S2	4.43437425357006e-40
CG1840	1	celltype_JW18_vs_S2	5.3352186391621e-08
CG18410	1	celltype_JW18_vs_S2	1.43735605937944e-58
CG18446	1	celltype_JW18_vs_S2	2.82310561205458e-158
CG1847	1	celltype_JW18_vs_S2	1.95292475691653e-05
CG18476	1	wMel_vs_uninf	5.07006953092202e-16
CG18495	1	celltype_JW18_vs_S2	1.52312119293209e-12
CG18516	1	wMel_vs_uninf	0
CG18519	1	wMel_vs_uninf	2.49067155350277e-38
CG18525	1	celltype_JW18_vs_S2	0
CG18528	1	celltype_JW18_vs_S2	6.02258964338315e-156
CG18550	1	celltype_JW18_vs_S2	0
CG18578	1	celltype_JW18_vs_S2	7.10280543242155e-71
CG18594	1	celltype_JW18_vs_S2	2.94585237574257e-23
CG18600	1	celltype_JW18_vs_S2	1.7992699107179e-52
CG18616	1	celltype_JW18_vs_S2	9.68903840113053e-51
CG1871	1	wMel_vs_uninf	1.07733784876756e-55
CG18731	1	celltype_JW18_vs_S2	6.0808834597486e-203
CG18734	1	celltype_JW18_vs_S2	0
CG18740	1	celltype_JW18_vs_S2	1.25767130224439e-122
CG18749	1	celltype_JW18_vs_S2	1.06139634801028e-17
CG18767	1	celltypeJW18.infectionwMel	2.40257878748374e-06
CG18769	1	wMel_vs_uninf	2.75475955468021e-28
CG18789	1	celltype_JW18_vs_S2	9.39341647054529e-23
CG1883	1	celltype_JW18_vs_S2	7.32456111647569e-170
CG1885	1	celltype_JW18_vs_S2	5.68109982772113e-83
CG18853	1	celltype_JW18_vs_S2	1.155489973393e-35
CG18858	1	celltype_JW18_vs_S2	1.77350586025526e-167
CG1886	1	celltype_JW18_vs_S2	2.17052507779221e-210
CG1902	1	celltype_JW18_vs_S2	9.71226889915126e-52
CG1937	1	celltype_JW18_vs_S2	9.7286593326069e-137
CG1945	1	celltype_JW18_vs_S2	4.32513912278222e-22
CG1963	1	celltype_JW18_vs_S2	0
CG1967	1	celltype_JW18_vs_S2	1.89336553397702e-34
CG1968	1	celltype_JW18_vs_S2	0.00016943997078537
CG1969	1	celltype_JW18_vs_S2	9.37926777298031e-286
CG1972	1	celltype_JW18_vs_S2	0
CG1973	1	celltype_JW18_vs_S2	0
CG1983	1	celltype_JW18_vs_S2	2.99503196092161e-08
CG1989	1	celltype_JW18_vs_S2	0.000214514232747388
CG1994	1	celltype_JW18_vs_S2	4.25318041149751e-264
CG1998	1	celltype_JW18_vs_S2	2.6387824256255e-17
CG2003	1	wMel_vs_uninf	9.69482729981119e-217
CG2025	1	celltype_JW18_vs_S2	1.93572860719488e-09
CG2046	1	celltype_JW18_vs_S2	0.000233234880582825
CG2050	1	celltype_JW18_vs_S2	3.53290410858788e-256
CG2054	1	celltype_JW18_vs_S2	0
CG2060	1	celltype_JW18_vs_S2	1.94320811244561e-258
CG2072	1	celltype_JW18_vs_S2	6.97681082366536e-18
CG2093	1	celltype_JW18_vs_S2	7.91599482803245e-112
CG2096	1	celltype_JW18_vs_S2	2.43868049944981e-148
CG2098	1	celltype_JW18_vs_S2	8.83531608602182e-24
CG2107	1	celltype_JW18_vs_S2	6.97584666239966e-21
CG2108	1	celltype_JW18_vs_S2	9.91952799505819e-156
CG2118	1	celltype_JW18_vs_S2	1.12230272314868e-58
CG2126	1	celltype_JW18_vs_S2	3.06516470849401e-82
CG2173	1	celltype_JW18_vs_S2	9.09338385716927e-46
CG2194	1	celltypeJW18.infectionwMel	0
CG2200	1	celltype_JW18_vs_S2	2.62751429378176e-10
CG2210	1	celltype_JW18_vs_S2	0
CG2221	1	celltype_JW18_vs_S2	3.89668933341417e-43
CG2224	1	wMel_vs_uninf	2.78322841640681e-32
CG2225	1	celltype_JW18_vs_S2	2.39847567211105e-129
CG2227	1	celltype_JW18_vs_S2	2.46134555926986e-08
CG2238	1	celltype_JW18_vs_S2	2.80384912099282e-63
CG2249	1	celltype_JW18_vs_S2	1.58591125725952e-42
CG2260	1	celltype_JW18_vs_S2	9.40366877485007e-22
CG2269	1	celltype_JW18_vs_S2	1.97310439798152e-22
CG2304	1	celltype_JW18_vs_S2	4.20970844467717e-166
CG2453	1	wMel_vs_uninf	0.00164954577759821
CG2614	1	celltype_JW18_vs_S2	4.50640908524032e-30
CG2641	1	celltype_JW18_vs_S2	1.57457198263197e-24
CG2656	1	wMel_vs_uninf	1.24197134302342e-10
CG2666	1	wMel_vs_uninf	1.29413732685977e-69
CG2675	1	celltype_JW18_vs_S2	1.20050198104994e-60
CG2679	1	celltype_JW18_vs_S2	8.34191016669839e-80
CG2681	1	celltype_JW18_vs_S2	2.42569645035842e-53
CG2691	1	celltype_JW18_vs_S2	5.29201956054322e-272
CG2701	1	celltype_JW18_vs_S2	1.56103271986441e-05
CG2715	1	celltype_JW18_vs_S2	1.31005581070019e-53
CG2718	1	celltype_JW18_vs_S2	0
CG2774	1	celltype_JW18_vs_S2	2.13376847326474e-12
CG2788	1	celltype_JW18_vs_S2	3.54344722206293e-17
CG2791	1	celltype_JW18_vs_S2	2.91555226707798e-12
CG2835	1	wMel_vs_uninf	4.13146357543025e-137
CG2841	1	wMel_vs_uninf	6.55054425722774e-115
CG2845	1	celltype_JW18_vs_S2	3.58315976960292e-115
CG2849	1	wMel_vs_uninf	2.57504176277227e-16
CG2852	1	celltype_JW18_vs_S2	2.8819599604147e-103
CG2859	1	celltype_JW18_vs_S2	6.90607253813214e-10
CG2863	1	celltype_JW18_vs_S2	3.25440684631208e-09
CG2864	1	celltype_JW18_vs_S2	2.48026364747453e-28
CG2867	1	wMel_vs_uninf	7.88596281152381e-27
CG2875	1	celltype_JW18_vs_S2	9.64641877061155e-49
CG2889	1	celltype_JW18_vs_S2	8.03702596699432e-104
CG2890	1	celltype_JW18_vs_S2	0
CG2904	1	celltype_JW18_vs_S2	0
CG2918	1	celltype_JW18_vs_S2	1.2204371533258e-143
CG2921	1	celltype_JW18_vs_S2	8.17288993185945e-17
CG2922	1	celltype_JW18_vs_S2	1.31687461160943e-154
CG2924	1	celltype_JW18_vs_S2	0
CG2941	1	celltype_JW18_vs_S2	2.12748622243855e-44
CG2944	1	celltype_JW18_vs_S2	1.83591413404054e-07
CG2945	1	celltypeJW18.infectionwMel	1.26462262060578e-40
CG2947	1	celltype_JW18_vs_S2	6.18904216856202e-49
CG2956	1	celltype_JW18_vs_S2	2.53538005066304e-16
CG2960	1	celltype_JW18_vs_S2	5.91956395509638e-50
CG2968	1	celltype_JW18_vs_S2	4.39870885932918e-108
CG2970	1	celltype_JW18_vs_S2	2.64993869613165e-65
CG2972	1	celltype_JW18_vs_S2	1.82554683748188e-114
CG2974	1	celltype_JW18_vs_S2	2.81022370490444e-09
CG2980	1	wMel_vs_uninf	2.72971772067476e-126
CG2986	1	celltype_JW18_vs_S2	3.63410566321315e-41
CG2991	1	celltype_JW18_vs_S2	9.18708402617949e-117
CG2995	1	celltype_JW18_vs_S2	3.80160389004878e-47
CG2998	1	celltype_JW18_vs_S2	1.51068222517909e-91
CG30011	1	celltype_JW18_vs_S2	0.00443249121396566
CG30044	1	celltype_JW18_vs_S2	2.61589693588741e-55
CG30046	1	celltype_JW18_vs_S2	0
CG30051	1	celltype_JW18_vs_S2	0.000905399839049404
CG30059	1	celltype_JW18_vs_S2	6.14609825042666e-121
CG30062	1	celltype_JW18_vs_S2	4.31622093535368e-20
CG30081	1	celltype_JW18_vs_S2	0.000788752083536949
CG30084	1	celltype_JW18_vs_S2	0
CG30089	1	celltype_JW18_vs_S2	0
CG30108	1	celltype_JW18_vs_S2	1.10432951540897e-22
CG30109	1	celltype_JW18_vs_S2	2.20314553232458e-22
CG3011	1	celltype_JW18_vs_S2	0
CG30118	1	celltype_JW18_vs_S2	1.4613437685765e-05
CG30122	1	celltype_JW18_vs_S2	3.7491153098222e-49
CG30156	1	wMel_vs_uninf	1.60151045498967e-34
CG30157	1	celltype_JW18_vs_S2	1.00788289413526e-17
CG3017	1	celltype_JW18_vs_S2	6.42164849263285e-218
CG30173	1	celltype_JW18_vs_S2	0
CG30184	1	celltype_JW18_vs_S2	6.3679653743364e-13
CG30187	1	celltype_JW18_vs_S2	0
CG3025	1	celltype_JW18_vs_S2	4.0498129103302e-158
CG30269	1	celltype_JW18_vs_S2	1.48890204965036e-49
CG30273	1	celltype_JW18_vs_S2	6.48306430064087e-34
CG3029	1	celltype_JW18_vs_S2	3.67852269575776e-55
CG30290	1	celltype_JW18_vs_S2	3.93930369336647e-05
CG30323	1	celltype_JW18_vs_S2	3.85448667027421e-105
CG3033	1	wMel_vs_uninf	2.06529569184525e-52
CG30339	1	celltype_JW18_vs_S2	5.09375046142844e-203
CG3034	1	celltype_JW18_vs_S2	2.03022995657202e-10
CG30340	1	celltype_JW18_vs_S2	7.53498700712554e-16
CG30342	1	celltype_JW18_vs_S2	2.36958276876866e-12
CG30344	1	celltype_JW18_vs_S2	0
CG30345	1	celltype_JW18_vs_S2	3.18882491466317e-78
CG30349	1	celltype_JW18_vs_S2	8.97408259697162e-208
CG30372	1	celltype_JW18_vs_S2	1.83060680225047e-194
CG3038	1	celltype_JW18_vs_S2	2.16647843945424e-18
CG30382	1	celltype_JW18_vs_S2	4.83888123569562e-24
CG30383	1	celltypeJW18.infectionwMel	1.5338920490685e-18
CG30392	1	celltype_JW18_vs_S2	3.00135758411154e-25
CG30394	1	celltypeJW18.infectionwMel	2.15812255152901e-15
CG30404	1	celltype_JW18_vs_S2	2.98681011674327e-27
CG30414	1	celltype_JW18_vs_S2	2.45096801119329e-89
CG30415	1	celltype_JW18_vs_S2	1.20229948233874e-49
CG30421	1	celltypeJW18.infectionwMel	1.98347338029007e-77
CG30424	1	celltype_JW18_vs_S2	9.42820068179291e-90
CG30425	1	celltype_JW18_vs_S2	1.63629023608772e-19
CG30443	1	celltype_JW18_vs_S2	1.04190964916644e-103
CG30445	1	celltype_JW18_vs_S2	2.6864155558791e-21
CG30446	1	celltype_JW18_vs_S2	3.31345123979742e-18
CG3045	1	celltype_JW18_vs_S2	1.3592832893738e-08
CG30466	1	celltype_JW18_vs_S2	3.40913011119662e-47
CG30467	1	celltype_JW18_vs_S2	0.000187189535678766
CG3047	1	celltype_JW18_vs_S2	1.3363899372839e-23
CG30489	1	celltype_JW18_vs_S2	2.4653688500358e-58
CG30491	1	celltype_JW18_vs_S2	0.000736910566380615
CG3059	1	celltype_JW18_vs_S2	1.57824906363071e-145
CG3060	1	celltype_JW18_vs_S2	2.0748037099806e-154
CG3065	1	wMel_vs_uninf	8.82292474848039e-62
CG3068	1	celltype_JW18_vs_S2	2.55699591227409e-31
CG3071	1	celltype_JW18_vs_S2	4.36686493033847e-220
CG3073	1	celltype_JW18_vs_S2	9.88665113676125e-38
CG3086	1	celltype_JW18_vs_S2	3.54274729146436e-147
CG3093	1	wMel_vs_uninf	0.000674461524106378
CG3097	1	celltype_JW18_vs_S2	3.78356419074365e-27
CG31000	1	celltype_JW18_vs_S2	0
CG31009	1	celltype_JW18_vs_S2	4.49103882697811e-58
CG31012	1	celltype_JW18_vs_S2	4.27935942742727e-53
CG31037	1	celltype_JW18_vs_S2	6.22584221130045e-239
CG31040	1	celltype_JW18_vs_S2	2.27191079604874e-29
CG31045	1	celltype_JW18_vs_S2	1.32277830186227e-206
CG3105	1	celltype_JW18_vs_S2	5.99996949635124e-47
CG31075	1	celltype_JW18_vs_S2	8.9165033225615e-28
CG3108	1	celltype_JW18_vs_S2	1.55165239614355e-21
CG3109	1	celltype_JW18_vs_S2	9.7323739255521e-97
CG31108	1	celltype_JW18_vs_S2	3.75572422293382e-51
CG31115	1	celltype_JW18_vs_S2	9.61986818552325e-08
CG31126	1	celltype_JW18_vs_S2	4.54649621541631e-11
CG31136	1	celltype_JW18_vs_S2	2.45465820356036e-102
CG31142	1	celltype_JW18_vs_S2	1.36902900351254e-78
CG31145	1	celltype_JW18_vs_S2	0
CG31150	1	celltype_JW18_vs_S2	1.31042583132527e-265
CG31151	1	celltype_JW18_vs_S2	2.39752883024425e-30
CG31156	1	wMel_vs_uninf	2.05271844952921e-58
CG31158	1	celltype_JW18_vs_S2	2.89858053386871e-51
CG31159	1	wMel_vs_uninf	1.93256574330039e-47
CG31184	1	celltype_JW18_vs_S2	6.39368622998818e-05
CG31212	1	celltype_JW18_vs_S2	7.8057529727596e-07
CG31216	1	celltype_JW18_vs_S2	2.89663963999598e-34
CG31224	1	celltype_JW18_vs_S2	8.85812201858162e-117
CG31229	1	celltype_JW18_vs_S2	3.04456042383894e-23
CG31249	1	celltype_JW18_vs_S2	2.98382541832806e-59
CG3125	1	celltype_JW18_vs_S2	7.01874023007954e-211
CG3129	1	celltype_JW18_vs_S2	7.45939128035384e-60
CG31299	1	celltype_JW18_vs_S2	2.53355424643213e-198
CG31324	1	celltype_JW18_vs_S2	0
CG31332	1	celltype_JW18_vs_S2	0
CG31363	1	celltype_JW18_vs_S2	2.03204637375065e-83
CG31374	1	celltype_JW18_vs_S2	7.3956254369487e-27
CG31381	1	celltype_JW18_vs_S2	1.7096226169419e-10
CG3139	1	wMel_vs_uninf	5.49271944405102e-09
CG3140	1	celltype_JW18_vs_S2	0
CG31426	1	celltype_JW18_vs_S2	1.46813071085162e-52
CG31431	1	celltype_JW18_vs_S2	8.48245113817216e-250
CG31460	1	celltype_JW18_vs_S2	2.44148814532026e-22
CG3149	1	celltype_JW18_vs_S2	4.27231123042933e-31
CG3152	1	celltype_JW18_vs_S2	8.36372859169839e-184
CG31525	1	celltype_JW18_vs_S2	3.97883844074921e-16
CG31538	1	wMel_vs_uninf	3.13152685143249e-08
CG3160	1	celltype_JW18_vs_S2	3.60466359799532e-23
CG31611	1	celltype_JW18_vs_S2	1.06447597848012e-81
CG3163	1	celltype_JW18_vs_S2	1.05395080605673e-24
CG31637	1	celltype_JW18_vs_S2	6.40808423328873e-288
CG3164	1	celltype_JW18_vs_S2	0
CG31641	1	celltype_JW18_vs_S2	1.5825560942612e-31
CG31643	1	celltype_JW18_vs_S2	5.42496023993162e-05
CG3165	1	celltype_JW18_vs_S2	3.15496336426554e-44
CG31650	1	celltype_JW18_vs_S2	1.8443850995173e-111
CG31660	1	celltype_JW18_vs_S2	0
CG3167	1	celltype_JW18_vs_S2	5.0128025629587e-103
CG31671	1	celltype_JW18_vs_S2	1.01743138164849e-22
CG31678	1	celltype_JW18_vs_S2	7.91693996769273e-30
CG31689	1	celltype_JW18_vs_S2	0
CG3169	1	celltypeJW18.infectionwMel	0.000184718638889255
CG31694	1	celltype_JW18_vs_S2	6.31246468547247e-36
CG31705	1	celltype_JW18_vs_S2	0
CG31710	1	celltype_JW18_vs_S2	8.90833643404255e-129
CG31715	1	celltype_JW18_vs_S2	1.19516920977984e-10
CG31717	1	celltype_JW18_vs_S2	8.02174545307561e-08
CG3172	1	celltype_JW18_vs_S2	2.35505354010186e-13
CG31729	1	celltype_JW18_vs_S2	1.46481490794678e-239
CG3173	1	wMel_vs_uninf	6.33224640674887e-164
CG3174	1	celltype_JW18_vs_S2	2.37604483415194e-264
CG31751	1	celltype_JW18_vs_S2	3.61021308663636e-41
CG31753	1	wMel_vs_uninf	2.14859879327637e-26
CG31755	1	wMel_vs_uninf	0
CG31759	1	celltype_JW18_vs_S2	0.000161433722158932
CG3176	1	celltype_JW18_vs_S2	2.12263357994826e-30
CG31770	1	celltype_JW18_vs_S2	1.1416693977817e-231
CG31773	1	celltype_JW18_vs_S2	8.02053186945771e-93
CG31774	1	celltype_JW18_vs_S2	1.32327271261793e-246
CG31777	1	wMel_vs_uninf	1.68198569013202e-175
CG31800	1	celltype_JW18_vs_S2	2.54961099682858e-30
CG31812	1	celltype_JW18_vs_S2	5.72058703517171e-05
CG31852	1	celltype_JW18_vs_S2	0
CG31874	1	celltype_JW18_vs_S2	6.24834222076546e-42
CG31875	1	wMel_vs_uninf	1.00352100110455e-50
CG31886	1	celltype_JW18_vs_S2	0
CG3189	1	celltype_JW18_vs_S2	4.56038086533237e-27
CG3191	1	celltype_JW18_vs_S2	3.15851898753653e-08
CG31913	1	celltype_JW18_vs_S2	3.0144945371034e-53
CG31917	1	celltype_JW18_vs_S2	4.1955854554342e-111
CG3193	1	celltype_JW18_vs_S2	1.5722850001188e-96
CG31938	1	celltype_JW18_vs_S2	1.85919520839102e-25
CG3194	1	celltype_JW18_vs_S2	0.000874281359533839
CG3195	1	celltypeJW18.infectionwMel	0
CG31950	1	celltype_JW18_vs_S2	9.66478070697172e-35
CG31974	1	celltype_JW18_vs_S2	2.13202299886587e-56
CG31975	1	celltype_JW18_vs_S2	2.58159988722442e-22
CG31991	1	celltype_JW18_vs_S2	3.96280999132989e-155
CG3201	1	celltype_JW18_vs_S2	1.02236575743895e-105
CG32031	1	celltype_JW18_vs_S2	0
CG32032	1	celltype_JW18_vs_S2	1.55892861620067e-130
CG3204	1	celltype_JW18_vs_S2	1.03563816348108e-224
CG32042	1	celltype_JW18_vs_S2	4.52745405688332e-104
CG32045	1	celltype_JW18_vs_S2	1.1906715927902e-195
CG32056	1	wMel_vs_uninf	1.85448896910007e-23
CG32075	1	wMel_vs_uninf	9.42217438166744e-06
CG3208	1	celltype_JW18_vs_S2	6.35331850615773e-14
CG3209	1	celltype_JW18_vs_S2	0
CG32115	1	celltype_JW18_vs_S2	1.98921218593719e-236
CG32163	1	wMel_vs_uninf	1.22221115239937e-08
CG32165	1	celltype_JW18_vs_S2	2.35091339245714e-229
CG3218	1	celltype_JW18_vs_S2	8.65832226991745e-17
CG32187	1	celltype_JW18_vs_S2	4.27215370860469e-69
CG32243	1	celltype_JW18_vs_S2	6.10159148332605e-99
CG32246	1	wMel_vs_uninf	6.90090963710002e-13
CG32250	1	celltype_JW18_vs_S2	6.85562402270433e-157
CG32262	1	celltype_JW18_vs_S2	1.19806195206807e-15
CG3228	1	celltype_JW18_vs_S2	7.91180127426614e-211
CG32280	1	celltype_JW18_vs_S2	5.10992580456368e-57
CG32281	1	celltype_JW18_vs_S2	1.31825701874973e-27
CG32298	1	celltype_JW18_vs_S2	3.58356589083125e-14
CG32299	1	celltype_JW18_vs_S2	1.29549649727039e-07
CG3231	1	celltype_JW18_vs_S2	0
CG32344	1	celltype_JW18_vs_S2	2.13760470709085e-10
CG32369	1	celltypeJW18.infectionwMel	2.82008020729628e-270
CG32380	1	celltype_JW18_vs_S2	5.37897761982657e-29
CG32397	1	wMel_vs_uninf	2.84333476812043e-25
CG32407	1	celltype_JW18_vs_S2	8.34120004998219e-98
CG32409	1	celltype_JW18_vs_S2	1.31091950676921e-38
CG32412	1	celltype_JW18_vs_S2	1.25027345000811e-20
CG32417	1	celltype_JW18_vs_S2	1.02244481259559e-21
CG32418	1	celltype_JW18_vs_S2	1.89201940589838e-49
CG32423	1	celltype_JW18_vs_S2	4.9873745487425e-252
CG32432	1	wMel_vs_uninf	1.56492856806834e-84
CG32442	1	celltype_JW18_vs_S2	0.000147709859269862
CG32450	1	celltype_JW18_vs_S2	2.82990279976142e-37
CG32452	1	celltype_JW18_vs_S2	0.000122704578957497
CG32464	1	celltype_JW18_vs_S2	3.0228382807081e-134
CG32474	1	celltype_JW18_vs_S2	3.60808488000763e-59
CG32476	1	celltype_JW18_vs_S2	1.65113246695546e-152
CG32485	1	celltype_JW18_vs_S2	5.57339483386163e-33
CG3251	1	celltype_JW18_vs_S2	0
CG32549	1	wMel_vs_uninf	0
CG32576	1	celltype_JW18_vs_S2	3.94654238520708e-128
CG32577	1	celltype_JW18_vs_S2	3.72856905646773e-51
CG32578	1	celltype_JW18_vs_S2	3.71008021648843e-12
CG32579	1	celltype_JW18_vs_S2	6.78148284812738e-87
CG32580	1	wMel_vs_uninf	0
CG32590	1	celltype_JW18_vs_S2	6.07814978745718e-28
CG32593	1	celltype_JW18_vs_S2	1.91912383903909e-50
CG32595	1	celltype_JW18_vs_S2	1.92389427061397e-35
CG3260	1	celltype_JW18_vs_S2	7.61091485800576e-06
CG32638	1	celltype_JW18_vs_S2	4.77263634137725e-42
CG3265	1	celltype_JW18_vs_S2	1.71705874916442e-150
CG32669	1	celltype_JW18_vs_S2	4.5825077957941e-22
CG3267	1	celltype_JW18_vs_S2	7.21424382393913e-44
CG3268	1	celltype_JW18_vs_S2	5.72005717020482e-13
CG32681	1	celltype_JW18_vs_S2	7.90402966921589e-08
CG32687	1	celltype_JW18_vs_S2	0
CG3269	1	celltype_JW18_vs_S2	1.47182913009569e-40
CG32698	1	celltype_JW18_vs_S2	1.56142822962288e-28
CG3270	1	celltype_JW18_vs_S2	6.29159981425593e-15
CG32706	1	celltype_JW18_vs_S2	2.99092072866449e-84
CG32707	1	celltype_JW18_vs_S2	1.47087625376041e-59
CG32708	1	celltype_JW18_vs_S2	2.53623271761739e-32
CG3271	1	celltype_JW18_vs_S2	6.92215965578723e-13
CG32719	1	celltypeJW18.infectionwMel	6.22846125674369e-65
CG3274	1	celltype_JW18_vs_S2	4.61841952212463e-114
CG32756	1	celltype_JW18_vs_S2	2.65624995797503e-07
CG32763	1	celltype_JW18_vs_S2	1.70956546480804e-82
CG3278	1	celltype_JW18_vs_S2	6.33492138817472e-17
CG32783	1	celltype_JW18_vs_S2	4.67573957105036e-06
CG32789	1	celltype_JW18_vs_S2	1.48059584286693e-10
CG32791	1	celltype_JW18_vs_S2	0
CG32792	1	celltype_JW18_vs_S2	1.45998345114696e-41
CG32803	1	celltype_JW18_vs_S2	1.86310854679761e-38
CG32810	1	celltype_JW18_vs_S2	2.94116818698738e-14
CG32816	1	wMel_vs_uninf	4.22004847467125e-143
CG32823	1	celltype_JW18_vs_S2	2.72675416763629e-20
CG32845	1	celltype_JW18_vs_S2	0.00642692584169373
CG32850	1	celltype_JW18_vs_S2	0
CG3297	1	wMel_vs_uninf	4.59998984987794e-112
CG32984	1	celltype_JW18_vs_S2	6.85422970103223e-41
CG32985	1	celltype_JW18_vs_S2	6.81604084454226e-31
CG3305	1	celltype_JW18_vs_S2	2.90877730704066e-47
CG33051	1	celltype_JW18_vs_S2	4.60602500306973e-07
CG33052	1	celltype_JW18_vs_S2	8.29981326190058e-96
CG33054	1	celltype_JW18_vs_S2	2.86483793061697e-137
CG33056	1	celltype_JW18_vs_S2	3.15531798237964e-133
CG33094	1	celltype_JW18_vs_S2	1.52145585178731e-179
CG33100	1	celltype_JW18_vs_S2	6.90217847567477e-28
CG33105	1	celltype_JW18_vs_S2	2.55757966760353e-106
CG33116	1	celltype_JW18_vs_S2	1.2045544406369e-184
CG33120	1	wMel_vs_uninf	5.22336397283883e-95
CG33129	1	celltype_JW18_vs_S2	1.29217811899097e-46
CG33134	1	celltype_JW18_vs_S2	0
CG33135	1	celltype_JW18_vs_S2	4.91982181928244e-237
CG33169	1	celltype_JW18_vs_S2	2.6954959279491e-06
CG33170	1	celltype_JW18_vs_S2	6.42400121283787e-65
CG33180	1	celltype_JW18_vs_S2	4.52094811767362e-160
CG33196	1	celltype_JW18_vs_S2	0
CG33198	1	celltype_JW18_vs_S2	2.10567844993488e-22
CG33199	1	celltype_JW18_vs_S2	4.70615340574086e-36
CG3320	1	celltype_JW18_vs_S2	1.91489441545667e-35
CG33229	1	celltype_JW18_vs_S2	4.85782372296379e-234
CG33250	1	celltype_JW18_vs_S2	6.46464152464259e-31
CG33307	1	celltype_JW18_vs_S2	7.17519722961082e-133
CG33329	1	celltype_JW18_vs_S2	7.90314323004904e-32
CG3333	1	celltype_JW18_vs_S2	4.32985144327805e-158
CG33338	1	celltype_JW18_vs_S2	1.29270961105117e-125
