transcript_id gene_symbol gene_id
FBtr0082630 Desat1 CG5887
FBtr0082631 vrs CG5538
FBtr0082632 CG18549 CG18549
FBtr0082633 CG5509 CG5509
FBtr0082634 trus CG5333
FBtr0082635 Polr3C CG12267
FBtr0082636 Hsp70Bbb CG5834
FBtr0082637 Hsp70Bb CG31359
FBtr0082638 Hsp70Bc CG6489
FBtr0082639 Hug CG6371
FBtr0082641 Snx3 CG6359
FBtr0082642 Snx3 CG6359
FBtr0082643 Not10 CG18616
FBtr0082644 CG18530 CG18530
FBtr0082648 Dtg CG6234
FBtr0082649 CG6225 CG6225
FBtr0082651 Gnmt CG6188
FBtr0082652 Arp1 CG6174
FBtr0082654 Past1 CG6148
FBtr0082655 Past1 CG6148
FBtr0082656 CG12279 CG12279
FBtr0082657 Ugt37A2 CG5724
FBtr0082660 Men CG10120
FBtr0082661 Men CG10120
FBtr0082662 PolQ CG6019
FBtr0082663 CG14391 CG14391
FBtr0082664 CG31347 CG31347
FBtr0082665 Su(fu) CG6054
FBtr0082666 kar CG12286
FBtr0082667 Cyp313a4 CG6802
FBtr0082668 mbo CG6819
FBtr0082670 Vha55 CG17369
FBtr0082671 Vha55 CG17369
FBtr0082678 lncRNA:alphagamma-element:CR32865 CR32865
FBtr0082679 Hsp70Ba CG31449
FBtr0082680 CG5608 CG5608
FBtr0082681 CG5961 CG5961
FBtr0082682 CG17207 CG17207
FBtr0082683 d-cup CG14387
FBtr0082684 beat-Vb CG31298
FBtr0082685 CG10909 CG10909
FBtr0082686 CG10126 CG10126
FBtr0082687 CG10126 CG10126
FBtr0082688 beat-Va CG10134
FBtr0082689 CG31345 CG31345
FBtr0082690 Spc25 CG7242
FBtr0082691 Cyp304a1 CG7241
FBtr0082693 Paip2 CG12358
FBtr0082695 CG7488 CG7488
FBtr0082698 CG11656 CG11656
FBtr0082699 CtBP CG7583
FBtr0082700 CtBP CG7583
FBtr0082701 CtBP CG7583
FBtr0082702 CtBP CG7583
FBtr0082703 l(3)87Df CG7620
FBtr0082704 ry CG7642
FBtr0082705 CG11668 CG11668
FBtr0082707 Hsc70-2 CG7756
FBtr0082709 pic CG7769
FBtr0082710 sim CG7771
FBtr0082711 sim CG7771
FBtr0082712 timeout CG7855
FBtr0082715 CG7966 CG7966
FBtr0082716 snk CG7996
FBtr0082719 CG8031 CG8031
FBtr0082721 CG17327 CG17327
FBtr0082722 yellow-f2 CG8063
FBtr0082723 yellow-f CG18550
FBtr0082724 CG14383 CG14383
FBtr0082726 CG7381 CG7381
FBtr0082727 CG7381 CG7381
FBtr0082730 grsm CG7340
FBtr0082731 CG14384 CG14384
FBtr0082732 CG8138 CG8138
FBtr0082734 CG8141 CG8141
FBtr0082735 CG11686 CG11686
FBtr0082736 Su(var)3-7 CG8599
FBtr0082737 CG8630 CG8630
FBtr0082738 Osi22 CG8644
FBtr0082740 CG8774 CG8774
FBtr0082741 CG8774 CG8774
FBtr0082742 CG32473 CG32473
FBtr0082743 CG32473 CG32473
FBtr0082744 CG32473 CG32473
FBtr0082745 PK2-R1 CG8784
FBtr0082746 mthl12 CG32853
FBtr0082747 Dic1 CG8790
FBtr0082748 Dic1 CG8790
FBtr0082749 CheA87a CG14379
FBtr0082750 CG8870 CG8870
FBtr0082751 Droj2 CG8863
FBtr0082752 Droj2 CG8863
FBtr0082753 Droj2 CG8863
FBtr0082754 Droj2 CG8863
FBtr0082755 Droj2 CG8863
FBtr0082756 CG14377 CG14377
FBtr0082757 yellow-e CG9792
FBtr0082759 yellow-e3 CG17045
FBtr0082760 GILT1 CG9796
FBtr0082761 CG14374 CG14374
FBtr0082762 CCHa2 CG14375
FBtr0082763 CG9799 CG9799
FBtr0082764 mRpS21 CG32854
FBtr0082765 CG9813 CG9813
FBtr0082766 CG9813 CG9813
FBtr0082767 CG9813 CG9813
FBtr0082768 CG9813 CG9813
FBtr0082769 CG9813 CG9813
FBtr0082770 CG9813 CG9813
FBtr0082771 Lip3 CG8823
FBtr0082772 poly CG9829
FBtr0082773 PK2-R2 CG8795
FBtr0082774 PK2-R2 CG8795
FBtr0082775 wntD CG8458
FBtr0082776 apn CG15887
FBtr0082778 TBC1D5 CG8449
FBtr0082779 Ravus CG15889
FBtr0082780 Ace CG17907
FBtr0082781 CG8476 CG8476
FBtr0082782 CG8483 CG8483
FBtr0082783 CG8508 CG8508
FBtr0082785 Act87E CG18290
FBtr0082786 Act87E CG18290
FBtr0082788 CG14370 CG14370
FBtr0082789 CG14369 CG14369
FBtr0082790 CG31337 CG31337
FBtr0082791 CG12538 CG12538
FBtr0082793 yrt CG9764
FBtr0082794 CG9269 CG9269
FBtr0082795 CG10841 CG10841
FBtr0082797 rin CG9412
FBtr0082799 rin CG9412
FBtr0082801 B52 CG10851
FBtr0082802 B52 CG10851
FBtr0082803 B52 CG10851
FBtr0082804 B52 CG10851
FBtr0082806 B52 CG10851
FBtr0082808 Lkb1 CG9374
FBtr0082809 Lkb1 CG9374
FBtr0082810 Lkb1 CG9374
FBtr0082811 Lkb1 CG9374
FBtr0082812 Lkb1 CG9374
FBtr0082813 Lkb1 CG9374
FBtr0082814 Lkb1 CG9374
FBtr0082815 Lkb1 CG9374
FBtr0082817 flfl CG9351
FBtr0082819 CG14367 CG14367
FBtr0082820 ninaB CG9347
FBtr0082821 Adgf-C CG9345
FBtr0082825 CG9312 CG9312
FBtr0082826 Cht5 CG9307
FBtr0082827 CG9297 CG9297
FBtr0082828 CG9297 CG9297
FBtr0082829 CG9288 CG9288
FBtr0082830 CG9286 CG9286
FBtr0082831 Dip-B CG9285
FBtr0082832 Dip-B CG9285
FBtr0082833 Dip-B CG9285
FBtr0082834 tRNA:Phe-GAA-1-6 CR31588
FBtr0082836 tRNA:Phe-GAA-1-7 CR31331
FBtr0082838 Ubc87F CG9602
FBtr0082844 Argp CG31469
FBtr0082845 Adgf-D CG9621
FBtr0082846 f-cup CG9611
FBtr0082847 f-cup CG9611
FBtr0082848 omd CG9591
FBtr0082849 CG9588 CG9588
FBtr0082851 Hrb87F CG12749
FBtr0082853 Rbp4 CG9654
FBtr0082854 sqd CG16901
FBtr0082855 sqd CG16901
FBtr0082856 sqd CG16901
FBtr0082857 sqd CG16901
FBtr0082860 CG9757 CG9757
FBtr0082861 CG9759 CG9759
FBtr0082862 CG9759 CG9759
FBtr0082863 ems CG2988
FBtr0082864 CG31517 CG31517
FBtr0082865 Ipp CG3028
FBtr0082866 Orc2 CG3041
FBtr0082869 CG3061 CG3061
FBtr0082870 CG9922 CG9922
FBtr0082876 Kots CG9925
FBtr0082877 CG9926 CG9926
FBtr0082878 Art6 CG9927
FBtr0082879 Art9 CG9929
FBtr0082880 E5 CG9930
FBtr0082881 CG14362 CG14362
FBtr0082882 CG31495 CG31495
FBtr0082883 Nsf2 CG33101
FBtr0082884 Mst87F CG17956
FBtr0082886 foxo CG3143
FBtr0082887 foxo CG3143
FBtr0082888 Npc2b CG3153
FBtr0082889 Npc2b CG3153
FBtr0082890 Or88a CG14360
FBtr0082891 twf CG3172
FBtr0082892 Polr2B CG3180
FBtr0082894 CG3199 CG3199
FBtr0082895 MetRS-m CG31322
FBtr0082897 CG9624 CG9624
FBtr0082898 CG9631 CG9631
FBtr0082900 CG33109 CG33109
FBtr0082901 CG31326 CG31326
FBtr0082902 CG9649 CG9649
FBtr0082904 CG31327 CG31327
FBtr0082905 CG31533 CG31533
FBtr0082906 Recs1 CG9722
FBtr0082907 CG14355 CG14355
FBtr0082908 CG14356 CG14356
FBtr0082909 140up CG9852
FBtr0082910 Abi CG9749
FBtr0082912 Kif19A CG9913
FBtr0082914 CG12402 CG12402
FBtr0082917 CG9920 CG9920
FBtr0082919 tRNA:Ser-GCT-2-2 CR31476
FBtr0082920 CG14839 CG14839
FBtr0082921 red CG12207
FBtr0082922 red CG12207
FBtr0082923 red CG12207
FBtr0082924 IFT54 CG3259
FBtr0082925 Polr2I CG3284
FBtr0082926 CG31321 CG31321
FBtr0082927 Crz CG3302
FBtr0082929 PR-Set7 CG3307
FBtr0082930 PR-Set7 CG3307
FBtr0082931 ATPsynE CG3321
FBtr0082932 ATPsynE CG3321
FBtr0082933 spn-B CG3325
FBtr0082940 soti CG8489
FBtr0082941 NK7.1 CG8524
FBtr0082942 NK7.1 CG8524
FBtr0082943 HEATR2 CG31320
FBtr0082945 su(Hw) CG8573
FBtr0082946 su(Hw) CG8573
FBtr0082947 trx CG8651
FBtr0082948 trx CG8651
FBtr0082949 trx CG8651
FBtr0082950 trx CG8651
FBtr0082951 CG14841 CG14841
FBtr0082952 CG14840 CG14840
FBtr0082953 mRpL11 CG3351
FBtr0082954 Cyp313a1 CG3360
FBtr0082955 CG14850 CG14850
FBtr0082956 CG14851 CG14851
FBtr0082957 CG14852 CG14852
FBtr0082959 stumps CG31317
FBtr0082960 CG14853 CG14853
FBtr0082961 CG14853 CG14853
FBtr0082962 His4r CG3379
FBtr0082963 His4r CG3379
FBtr0082964 His4r CG3379
FBtr0082966 CG3505 CG3505
FBtr0082967 Hexim CG3508
FBtr0082968 Hexim CG3508
FBtr0082969 BigH1 CG3509
FBtr0082974 Rad17 CG7825
FBtr0082975 l(3)L1231 CG7832
FBtr0082976 CG7886 CG7886
FBtr0082977 put CG7904
FBtr0082978 CG7987 CG7987
FBtr0082979 CG7987 CG7987
FBtr0082980 Cys CG8050
FBtr0082981 CG8066 CG8066
FBtr0082982 CG31313 CG31313
FBtr0082983 CG8087 CG8087
FBtr0082986 CG8461 CG8461
FBtr0082987 HtrA2 CG8464
FBtr0082991 CG14855 CG14855
FBtr0082992 CG14856 CG14856
FBtr0082993 CG14857 CG14857
FBtr0082994 CG3610 CG3610
FBtr0082997 CG3631 CG3631
FBtr0082998 CG33331 CG33331
FBtr0082999 CG33332 CG33332
FBtr0083000 UQCR-C1 CG3731
FBtr0083001 UQCR-C1 CG3731
FBtr0083003 CG3817 CG3817
FBtr0083004 Sdr CG3837
FBtr0083005 VhaPPA1-1 CG7007
FBtr0083006 RpS5b CG7014
FBtr0083008 Nup93-2 CG7262
FBtr0083009 Dph2 CG7265
FBtr0083010 CycC CG7281
FBtr0083016 smp-30 CG7390
FBtr0083017 smp-30 CG7390
FBtr0083018 eff CG7425
FBtr0083019 CG7530 CG7530
FBtr0083020 CG7530 CG7530
FBtr0083021 CG7530 CG7530
FBtr0083023 CG14861 CG14861
FBtr0083024 RpL10Aa CG3843
FBtr0083025 CG3984 CG3984
FBtr0083026 CG3987 CG3987
FBtr0083029 Kpc1 CG6752
FBtr0083030 Mf CG6803
FBtr0083031 Mf CG6803
FBtr0083032 Mf CG6803
FBtr0083033 Mf CG6803
FBtr0083034 Mf CG6803
FBtr0083035 GlyS CG6904
FBtr0083036 GlyS CG6904
FBtr0083037 GlyS CG6904
FBtr0083038 CG6912 CG6912
FBtr0083042 CG6974 CG6974
FBtr0083048 Mau2 CG4203
FBtr0083049 CG4210 CG4210
FBtr0083051 CG12241 CG12241
FBtr0083052 Caf1-55 CG4236
FBtr0083053 mRpS10 CG4247
FBtr0083054 mRpS10 CG4247
FBtr0083055 Hsc70-4 CG4264
FBtr0083056 Hsc70-4 CG4264
FBtr0083057 Hsc70-4 CG4264
FBtr0083058 Hsc70-4 CG4264
FBtr0083059 Hsc70-4 CG4264
FBtr0083060 Hsc70-4 CG4264
FBtr0083062 Set CG4299
FBtr0083063 ATPsynO CG4307
FBtr0083066 CG4338 CG4338
FBtr0083078 Tm2 CG4843
FBtr0083079 Tm2 CG4843
FBtr0083080 Tm2 CG4843
FBtr0083081 CG14866 CG14866
FBtr0083082 ear CG4913
FBtr0083083 ea CG4920
FBtr0083084 mRpL9 CG31478
FBtr0083085 Cyfip CG4931
FBtr0083086 SerRS-m CG4938
FBtr0083087 CG31301 CG31301
FBtr0083089 CG5038 CG5038
FBtr0083090 Hibch CG5044
FBtr0083091 Hibch CG5044
FBtr0083093 Trax CG5063
FBtr0083094 Ccm3 CG5073
FBtr0083099 Atx2 CG5166
FBtr0083100 Atx2 CG5166
FBtr0083105 CG6125 CG6125
FBtr0083106 CG6125 CG6125
FBtr0083107 h-cup CG6130
FBtr0083109 CG14868 CG14868
FBtr0083113 CG6171 CG6171
FBtr0083114 Cog2 CG6177
FBtr0083115 Atg4b CG6194
FBtr0083116 Trs33 CG6196
FBtr0083117 Surf4 CG6202
FBtr0083119 Nagk CG6218
FBtr0083120 Fkbp39 CG6226
FBtr0083121 CG6236 CG6236
FBtr0083122 CG6236 CG6236
FBtr0083123 CG6276 CG6276
FBtr0083125 MRG15 CG6363
FBtr0083126 Cp190 CG6384
FBtr0083127 Cp190 CG6384
FBtr0083128 CG14864 CG14864
FBtr0083134 Art3 CG6563
FBtr0083135 Art3 CG6563
FBtr0083136 CG31344 CG31344
FBtr0083137 Polr2G CG31155
FBtr0083138 SIDL CG6623
FBtr0083139 CG6654 CG6654
FBtr0083140 Spn88Eb CG6687
FBtr0083141 Spn88Ea CG18525
FBtr0083142 Spn88Ea CG18525
FBtr0083143 Act88F CG5178
FBtr0083145 B9d1 CG14870
FBtr0083147 obe CG5205
FBtr0083148 maca CG5213
FBtr0083150 AOX4 CG18516
FBtr0083151 AOX3 CG6045
FBtr0083154 AOX1 CG18522
FBtr0083155 CG31296 CG31296
FBtr0083160 AdamTS-A CG14869
FBtr0083162 pxb CG33207
FBtr0083163 CG31446 CG31446
FBtr0083164 CG5399 CG5399
FBtr0083165 CG5404 CG5404
FBtr0083167 CG4520 CG4520
FBtr0083169 CG12784 CG12784
FBtr0083170 Ttc26 CG4525
FBtr0083171 CG5614 CG5614
FBtr0083172 CG9590 CG9590
FBtr0083173 Uros2 CG9589
FBtr0083174 Acyp2 CG18505
FBtr0083179 alpha-Man-IIb CG4606
FBtr0083180 CG4576 CG4576
FBtr0083183 spn-E CG3158
FBtr0083184 CG4546 CG4546
FBtr0083185 CG9632 CG9632
FBtr0083186 CG9632 CG9632
FBtr0083187 CG31183 CG31183
FBtr0083188 Hmt-1 CG4225
FBtr0083189 cv-d CG31150
FBtr0083190 Pbp45 CG9597
FBtr0083191 ND-23 CG3944
FBtr0083193 rec CG31293
FBtr0083194 c(3)G CG17604
FBtr0083195 c(3)G CG17604
FBtr0083196 c(3)G CG17604
FBtr0083197 CG5623 CG5623
FBtr0083198 CG31294 CG31294
FBtr0083200 EndoU CG3303
FBtr0083201 Fbxl7 CG4221
FBtr0083203 blp CG5268
FBtr0083204 Sap47 CG8884
FBtr0083205 Sap47 CG8884
FBtr0083206 Sap47 CG8884
FBtr0083207 Sap47 CG8884
FBtr0083208 Sap47 CG8884
FBtr0083209 Sap47 CG8884
FBtr0083210 Sap47 CG8884
FBtr0083212 CG5516 CG5516
FBtr0083213 Rbf2 CG5083
FBtr0083215 srp CG3992
FBtr0083216 srp CG3992
FBtr0083218 GATAe CG10278
FBtr0083220 pnr CG3978
FBtr0083221 pnr CG3978
FBtr0083222 CG10264 CG10264
FBtr0083223 CG5013 CG5013
FBtr0083225 sxe2 CG4979
FBtr0083226 Akt CG4006
FBtr0083227 Akt CG4006
FBtr0083228 Akt CG4006
FBtr0083229 Mhcl CG31045
FBtr0083231 Mhcl CG31045
FBtr0083232 Mhcl CG31045
FBtr0083233 Mhcl CG31045
FBtr0083234 CG32855 CG32855
FBtr0083235 CG10185 CG10185
FBtr0083237 CG10407 CG10407
FBtr0083238 mor CG18740
FBtr0083239 CG32856 CG32856
FBtr0083240 CG4287 CG4287
FBtr0083242 CG5478 CG5478
FBtr0083245 glob1 CG9734
FBtr0083246 glob1 CG9734
FBtr0083247 glob1 CG9734
FBtr0083248 glob1 CG9734
FBtr0083249 CG14877 CG14877
FBtr0083250 Sb CG4316
FBtr0083251 CG5916 CG5916
FBtr0083252 CG6006 CG6006
FBtr0083253 CG8925 CG8925
FBtr0083255 sra CG6072
FBtr0083256 CG31287 CG31287
FBtr0083257 tara CG6889
FBtr0083258 tara CG6889
FBtr0083259 asun CG6814
FBtr0083260 Mst89B CG6864
FBtr0083261 gish CG6963
FBtr0083262 gish CG6963
FBtr0083263 gish CG6963
FBtr0083264 gish CG6963
FBtr0083265 gish CG6963
FBtr0083266 Zip89B CG6898
FBtr0083267 tRNA:Phe-GAA-1-8 CR31586
FBtr0083268 tRNA:Val-AAC-1-1 CR31587
FBtr0083269 CG6901 CG6901
FBtr0083271 CG17930 CG17930
FBtr0083272 SF2 CG6987
FBtr0083273 Sulf1 CG6725
FBtr0083275 Mat89Ba CG12785
FBtr0083276 bor CG6815
FBtr0083277 mtSSB CG4337
FBtr0083278 CG6126 CG6126
FBtr0083279 Bin1 CG6046
FBtr0083281 Mic26-27 CG5903
FBtr0083283 Manf CG7013
FBtr0083285 tRNA:Thr-AGT-1-4 CR31282
FBtr0083286 Fntb CG17565
FBtr0083287 CG14881 CG14881
FBtr0083288 CG14881 CG14881
FBtr0083289 CG14882 CG14882
FBtr0083291 CG14883 CG14883
FBtr0083292 CSN5 CG14884
FBtr0083294 Gyc89Db CG14886
FBtr0083295 Dhfr CG14887
FBtr0083301 CG14891 CG14891
FBtr0083303 CG14903 CG14903
FBtr0083304 Decay CG14902
FBtr0083307 Der-2 CG14899
FBtr0083308 Sdhaf3 CG14898
FBtr0083312 Pak3 CG14895
FBtr0083314 CG14894 CG14894
FBtr0083315 ema CG12753
FBtr0083316 mRpS33 CG10406
FBtr0083317 tRNA:Thr-AGT-1-3 CR31497
FBtr0083318 ss CG6993
FBtr0083320 CG14880 CG14880
FBtr0083321 CG14880 CG14880
FBtr0083323 CG17931 CG17931
FBtr0083324 CG10311 CG10311
FBtr0083325 CG14879 CG14879
FBtr0083326 CG14879 CG14879
FBtr0083327 CG14892 CG14892
FBtr0083328 NPF CG10342
FBtr0083329 CG17562 CG17562
FBtr0083330 CG17560 CG17560
FBtr0083332 Fas1 CG6588
FBtr0083333 Fas1 CG6588
FBtr0083334 Fas1 CG6588
FBtr0083335 nonA-l CG10328
FBtr0083336 Arl6IP1 CG10326
FBtr0083337 CCT3 CG8977
FBtr0083338 CCT3 CG8977
FBtr0083340 Glut3 CG3853
FBtr0083341 lncRNA:bxd CR31273
FBtr0083342 lncRNA:bxd CR31273
FBtr0083343 lncRNA:bxd CG31275
FBtr0083344 lncRNA:bxd CR31273
FBtr0083346 CG31275 CG31275
FBtr0083347 Ubx CG10388
FBtr0083348 Ubx CG10388
FBtr0083349 Ubx CG10388
FBtr0083350 Ubx CG10388
FBtr0083351 Ubx CG10388
FBtr0083352 Ubx CG10388
FBtr0083353 modSP CG31217
FBtr0083356 CG10324 CG10324
FBtr0083357 CG14905 CG14905
FBtr0083358 CG10340 CG10340
FBtr0083360 CG10345 CG10345
FBtr0083361 Scp2 CG14904
FBtr0083362 lncRNA:iab4 CR31271
FBtr0083363 lncRNA:iab4 CR31271
FBtr0083366 VhaM9.7-d CG14909
FBtr0083367 MESK4 CG31447
FBtr0083369 CG31274 CG31274
FBtr0083370 CG3534 CG3534
FBtr0083371 Irc CG8913
FBtr0083372 CG8907 CG8907
FBtr0083373 AdSL CG3590
FBtr0083374 Sf3a1 CG16941
FBtr0083375 EMC2A CG17556
FBtr0083376 EMC2B CG3678
FBtr0083377 CG18622 CG18622
FBtr0083378 AhcyL2 CG8956
FBtr0083379 AhcyL2 CG8956
FBtr0083380 Actn3 CG8953
FBtr0083381 Abd-B CG11648
FBtr0083382 Abd-B CG11648
FBtr0083383 Abd-B CG11648
FBtr0083384 Abd-B CG11648
FBtr0083385 Abd-B CG11648
FBtr0083387 abd-A CG10325
FBtr0083388 abd-A CG10325
FBtr0083389 CG5225 CG5225
FBtr0083390 CG31268 CG31268
FBtr0083391 Trm7-32 CG5220
FBtr0083392 Patr-1 CG5208
FBtr0083393 Dad CG5201
FBtr0083394 Dad CG5201
FBtr0083397 kuk CG5175
FBtr0083398 kuk CG5175
FBtr0083399 GckIII CG5169
FBtr0083400 cal1 CG5148
FBtr0083402 CG31265 CG31265
FBtr0083404 CG31267 CG31267
FBtr0083405 CG5246 CG5246
FBtr0083406 CG5255 CG5255
FBtr0083407 CG5265 CG5265
FBtr0083408 Det CG12265
FBtr0083409 Smug CG5285
FBtr0083410 CG5292 CG5292
FBtr0083411 beat-IIb CG4135
FBtr0083414 m-cup CG11896
FBtr0083415 TwdlW CG4060
FBtr0083417 CG17475 CG17475
FBtr0083418 CG17477 CG17477
FBtr0083422 Keap1 CG3962
FBtr0083423 Keap1 CG3962
FBtr0083424 Keap1 CG3962
FBtr0083426 Ns1 CG3983
FBtr0083428 CG3995 CG3995
FBtr0083432 CG31418 CG31418
FBtr0083435 lute CG43226
FBtr0083436 sds22 CG5851
FBtr0083437 CG17283 CG17283
FBtr0083438 CG5860 CG5860
FBtr0083439 CG5863 CG5863
FBtr0083441 CG33333 CG33333
FBtr0083442 cysu CG5873
FBtr0083443 CG14330 CG14330
FBtr0083444 Eh CG5400
FBtr0083446 CG14332 CG14332
FBtr0083447 Sur-8 CG5407
FBtr0083448 Sur-8 CG5407
FBtr0083452 Brf CG31256
FBtr0083453 beat-IIa CG14334
FBtr0083454 P5cr-2 CG5840
FBtr0083455 P5cr-2 CG5840
FBtr0083456 SF1 CG5836
FBtr0083460 Sgs5bis CG7587
FBtr0083461 Sgs5 CG7596
FBtr0083462 sll CG7623
FBtr0083463 CG14329 CG14329
FBtr0083465 CG14327 CG14327
FBtr0083466 tRNA:Val-CAC-1-1 CR31572
FBtr0083467 CG14326 CG14326
FBtr0083468 tRNA:Ala-AGC-2-2 CR31570
FBtr0083469 tRNA:Pro-TGG-1-2 CR31571
FBtr0083470 AttD CG7629
FBtr0083472 tRNA:Pro-TGG-1-3 CR31573
FBtr0083473 tRNA:Pro-TGG-1-4 CR31578
FBtr0083474 tRNA:Ala-AGC-2-7 CR31579
FBtr0083475 tRNA:Ala-AGC-1-1 CR31577
FBtr0083476 CG14322 CG14322
FBtr0083477 tRNA:Ala-AGC-2-10 CR31576
FBtr0083478 Mps1 CG7643
FBtr0083479 CG7655 CG7655
FBtr0083480 CG31360 CG31360
FBtr0083483 CG31249 CG31249
FBtr0083484 CG31251 CG31251
FBtr0083490 CG7523 CG7523
FBtr0083491 tRNA:Ala-AGC-2-9 CR31575
FBtr0083492 tRNA:Ala-AGC-2-8 CR31580
FBtr0083493 tRNA:Ala-AGC-2-6 CR31568
FBtr0083494 tRNA:Ala-AGC-2-5 CR31569
FBtr0083495 tRNA:Val-AAC-1-2 CR31591
FBtr0083496 tRNA:Thr-AGT-1-6 CR31590
FBtr0083497 tRNA:Thr-AGT-1-5 CR31589
FBtr0083498 CG14323 CG14323
FBtr0083499 tRNA:Ala-AGC-2-3 CR31574
FBtr0083500 CG14324 CG14324
FBtr0083501 tRNA:Pro-TGG-1-1 CR31567
FBtr0083502 Edg91 CG7539
FBtr0083503 Prx3 CG5826
FBtr0083504 l(3)07882 CG5824
FBtr0083505 CG5823 CG5823
FBtr0083508 Pxt CG7660
FBtr0083509 Lgr1 CG7665
FBtr0083510 Lgr1 CG7665
FBtr0083511 CG14321 CG14321
FBtr0083512 TyrRII CG16766
FBtr0083513 pasi1 CG7713
FBtr0083519 CG12347 CG12347
FBtr0083523 Alg1 CG18012
FBtr0083524 Odj CG7357
FBtr0083526 Nnk CG17802
FBtr0083527 CG17806 CG17806
FBtr0083528 CG17803 CG17803
FBtr0083529 CG7379 CG7379
FBtr0083532 TyrR CG7431
FBtr0083533 Atg8b CG12334
FBtr0083538 DNaseII CG7780
FBtr0083539 CG7785 CG7785
FBtr0083540 CG7794 CG7794
FBtr0083541 bard CG14317
FBtr0083542 sr CG7847
FBtr0083543 sr CG7847
FBtr0083544 tRNA:Gly-TCC-1-3 CR31242
FBtr0083545 tRNA:Gly-TCC-1-4 CR31518
FBtr0083546 CG14316 CG14316
FBtr0083547 CG14315 CG14315
FBtr0083548 htl CG7223
FBtr0083549 htl CG7223
FBtr0083550 htl CG7223
FBtr0083551 Cbp20 CG12357
FBtr0083552 wrd CG7913
FBtr0083553 wrd CG7913
FBtr0083554 wrd CG7913
FBtr0083555 wrd CG7913
FBtr0083556 wrd CG7913
FBtr0083557 Arp5 CG7940
FBtr0083558 MED17 CG7957
FBtr0083559 CG7985 CG7985
FBtr0083560 CG14314 CG14314
FBtr0083561 CG7988 CG7988
FBtr0083562 Non3 CG7993
FBtr0083563 Mdh2 CG7998
FBtr0083564 repo CG31240
FBtr0083565 14-3-3epsilon CG31196
FBtr0083566 14-3-3epsilon CG31196
FBtr0083567 14-3-3epsilon CG31196
FBtr0083568 14-3-3epsilon CG31196
FBtr0083569 CG18598 CG18598
FBtr0083571 CG18599 CG18599
FBtr0083572 eIF1A CG8053
FBtr0083573 eIF1A CG8053
FBtr0083574 CG8064 CG8064
FBtr0083575 Dlc90F CG12363
FBtr0083576 hmw CG7669
FBtr0083577 Nup43 CG7671
FBtr0083580 CG14309 CG14309
FBtr0083581 CG7675 CG7675
FBtr0083582 CG7675 CG7675
FBtr0083583 CG7675 CG7675
FBtr0083584 gl CG7672
FBtr0083585 gl CG7672
FBtr0083586 WRNexo CG7670
FBtr0083588 naz CG31235
FBtr0083589 PKD CG7125
FBtr0083590 PKD CG7125
FBtr0083591 PKD CG7125
FBtr0083592 PKD CG7125
FBtr0083594 Polr1E CG18600
FBtr0083595 l(3)05822 CG7129
FBtr0083596 l(3)05822 CG7129
FBtr0083597 CG7131 CG7131
FBtr0083599 CG14312 CG14312
FBtr0083600 CG7142 CG7142
FBtr0083601 Vps39 CG7146
FBtr0083605 CG12320 CG12320
FBtr0083606 CG7156 CG7156
FBtr0083608 CG7168 CG7168
FBtr0083609 mTerf5 CG7175
FBtr0083610 CG7183 CG7183
FBtr0083611 Ssdp CG7187
FBtr0083612 Ssdp CG7187
FBtr0083613 Ssdp CG7187
FBtr0083615 CG14313 CG14313
FBtr0083616 CG12321 CG12321
FBtr0083617 CG7208 CG7208
FBtr0083618 CG7208 CG7208
FBtr0083619 cdm CG7212
FBtr0083623 CG7218 CG7218
FBtr0083624 cona CG7676
FBtr0083630 CG7685 CG7685
FBtr0083631 CG7691 CG7691
FBtr0083632 CG7694 CG7694
FBtr0083634 CG14305 CG14305
FBtr0083636 CG14305 CG14305
FBtr0083637 fray CG7693
FBtr0083638 fray CG7693
FBtr0083639 CG14304 CG14304
FBtr0083640 fru CG14307
FBtr0083641 fru CG14307
FBtr0083642 fru CG14307
FBtr0083643 fru CG14307
FBtr0083644 fru CG14307
FBtr0083645 fru CG14307
FBtr0083646 fru CG14307
FBtr0083647 fru CG14307
FBtr0083648 fru CG14307
FBtr0083649 fru CG14307
FBtr0083650 fru CG14307
FBtr0083651 fru CG14307
FBtr0083652 fru CG14307
FBtr0083654 CG10864 CG10864
FBtr0083655 Wdr37 CG12333
FBtr0083656 Vha100-2 CG18617
FBtr0083657 Vha100-2 CG18617
FBtr0083658 Vha100-4 CG7678
FBtr0083660 CstF64 CG7697
FBtr0083661 Gos28 CG7700
FBtr0083662 CG31231 CG31231
FBtr0083663 CG31229 CG31229
FBtr0083664 CG7702 CG7702
FBtr0083665 CG7702 CG7702
FBtr0083666 CG31230 CG31230
FBtr0083667 CG7706 CG7706
FBtr0083668 ChT CG7708
FBtr0083669 ChT CG7708
FBtr0083671 VAChT CG32848
FBtr0083673 CG14302 CG14302
FBtr0083674 gwl CG7719
FBtr0083675 CG31226 CG31226
FBtr0083676 CG31226 CG31226
FBtr0083677 Octalpha2R CG18208
FBtr0083678 CG7720 CG7720
FBtr0083679 CG7720 CG7720
FBtr0083682 PGS1 CG7718
FBtr0083684 Mekk1 CG7717
FBtr0083685 CG7715 CG7715
FBtr0083686 CG7714 CG7714
FBtr0083687 Muc91C CG7709
FBtr0083688 dind CG7705
FBtr0083690 Cpsf73 CG7698
FBtr0083691 CG31224 CG31224
